"UnitID","Institution.Name.1","First_Time_Total_2016","US.total_2016","Outlying.areas.total_2016","Foreign.countries_2016","Residence.not.reported_2016","Alabama_2016","Alaska_2016","Arizona_2016","Arkansas_2016","California_2016","Colorado_2016","Connecticut_2016","Delaware_2016","District.of.Columbia_2016","Florida_2016","Georgia_2016","Hawaii_2016","Idaho_2016","Illinois_2016","Indiana_2016","Iowa_2016","Kansas_2016","Kentucky_2016","Louisiana_2016","Maine_2016","Maryland_2016","Massachusetts_2016","Michigan_2016","Minnesota_2016","Mississippi_2016","Missouri_2016","Montana_2016","Nebraska_2016","Nevada_2016","New.Hampshire_2016","New.Jersey_2016","New.Mexico_2016","New.York_2016","North.Carolina_2016","North.Dakota_2016","Ohio_2016","Oklahoma_2016","Oregon_2016","Pennsylvania_2016","Rhode.Island_2016","South.Carolina_2016","South.Dakota_2016","Tennessee_2016","Texas_2016","Utah_2016","Vermont_2016","Virginia_2016","Washington_2016","West.Virginia_2016","Wisconsin_2016","Wyoming_2016","State.unknown_2016","American.Samoa_2016","Federated.States.of.Micronesia_2016","Guam_2016","Marshall.Islands_2016","Northern.Marianas_2016","Palau_2016","Puerto.Rico_2016","Virgin.Islands_2016","First_Time_Total_2014","US.total_2014","Outlying.areas.total_2014","Foreign.countries_2014","Residence.not.reported_2014","Alabama_2014","Alaska_2014","Arizona_2014","Arkansas_2014","California_2014","Colorado_2014","Connecticut_2014","Delaware_2014","District.of.Columbia_2014","Florida_2014","Georgia_2014","Hawaii_2014","Idaho_2014","Illinois_2014","Indiana_2014","Iowa_2014","Kansas_2014","Kentucky_2014","Louisiana_2014","Maine_2014","Maryland_2014","Massachusetts_2014","Michigan_2014","Minnesota_2014","Mississippi_2014","Missouri_2014","Montana_2014","Nebraska_2014","Nevada_2014","New.Hampshire_2014","New.Jersey_2014","New.Mexico_2014","New.York_2014","North.Carolina_2014","North.Dakota_2014","Ohio_2014","Oklahoma_2014","Oregon_2014","Pennsylvania_2014","Rhode.Island_2014","South.Carolina_2014","South.Dakota_2014","Tennessee_2014","Texas_2014","Utah_2014","Vermont_2014","Virginia_2014","Washington_2014","West.Virginia_2014","Wisconsin_2014","Wyoming_2014","State.unknown_2014","American.Samoa_2014","Federated.States.of.Micronesia_2014","Guam_2014","Marshall.Islands_2014","Northern.Marianas_2014","Palau_2014","Puerto.Rico_2014","Virgin.Islands_2014","First_Time_Total_2012","US.total_2012","Outlying.areas.total_2012","Foreign.countries_2012","Residence.not.reported_2012","Alabama_2012","Alaska_2012","Arizona_2012","Arkansas_2012","California_2012","Colorado_2012","Connecticut_2012","Delaware_2012","District.of.Columbia_2012","Florida_2012","Georgia_2012","Hawaii_2012","Idaho_2012","Illinois_2012","Indiana_2012","Iowa_2012","Kansas_2012","Kentucky_2012","Louisiana_2012","Maine_2012","Maryland_2012","Massachusetts_2012","Michigan_2012","Minnesota_2012","Mississippi_2012","Missouri_2012","Montana_2012","Nebraska_2012","Nevada_2012","New.Hampshire_2012","New.Jersey_2012","New.Mexico_2012","New.York_2012","North.Carolina_2012","North.Dakota_2012","Ohio_2012","Oklahoma_2012","Oregon_2012","Pennsylvania_2012","Rhode.Island_2012","South.Carolina_2012","South.Dakota_2012","Tennessee_2012","Texas_2012","Utah_2012","Vermont_2012","Virginia_2012","Washington_2012","West.Virginia_2012","Wisconsin_2012","Wyoming_2012","State.unknown_2012","American.Samoa_2012","Federated.States.of.Micronesia_2012","Guam_2012","Marshall.Islands_2012","Northern.Marianas_2012","Palau_2012","Puerto.Rico_2012","Virgin.Islands_2012","Institution.Name","Name.Abv","State","PEER","ASP","IN.STATE","SEC","PublicPrivate","City","total_2016","instate_2016","foreign_2016","oostate_2016","percent_instate_2016","percent_foreign_2016","percent_oostate_2016","total_2014","instate_2014","foreign_2014","oostate_2014","percent_instate_2014","percent_foreign_2014","percent_oostate_2014","total_2012","instate_2012","foreign_2012","oostate_2012","percent_instate_2012","percent_foreign_2012","percent_oostate_2012"
104179,"University of Arizona",7753,7276,5,463,9,5,12,4236,4,1246,98,39,2,21,46,39,19,17,236,24,36,17,6,9,4,44,51,26,59,1,29,7,8,53,14,102,36,97,15,1,36,6,35,71,5,10,1,11,118,10,5,39,160,NA,38,5,67,NA,NA,5,NA,NA,NA,NA,NA,7742,7472,2,268,NA,3,7,4502,NA,1360,140,42,2,3,31,13,10,20,176,22,11,16,2,6,9,34,50,18,35,NA,31,7,11,73,4,117,26,68,9,1,38,7,54,58,4,4,1,5,146,23,7,27,153,2,24,5,55,NA,NA,NA,NA,NA,NA,2,NA,7401,7029,7,365,NA,8,7,4465,1,1165,81,30,NA,7,28,17,9,16,133,24,24,14,5,5,4,34,45,27,31,NA,23,5,4,39,11,78,42,64,10,1,22,8,48,44,3,2,1,11,166,27,3,25,140,2,26,3,41,NA,NA,3,NA,NA,NA,3,1,"University of Arizona","","Arizona","","","","","Public","Tucson",7753,4236,463,3054,54.6369147426803,5.97188185218625,39.3912034051335,7742,4502,268,2972,58.1503487470938,3.46163781968484,38.3880134332214,7401,4465,365,2571,60.3296851776787,4.9317659775706,34.7385488447507
106397,"University of Arkansas",4972,4919,NA,53,NA,6,NA,3,2435,20,6,2,NA,NA,9,8,1,NA,35,2,4,203,2,33,NA,2,1,3,2,9,364,1,1,2,1,4,2,NA,5,1,2,202,1,1,NA,1,NA,77,1462,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4571,4500,NA,71,NA,3,NA,1,2370,28,7,NA,NA,NA,10,5,NA,NA,35,5,3,194,3,23,NA,1,3,4,5,10,322,1,6,1,1,4,1,3,3,NA,3,207,NA,3,NA,NA,NA,74,1152,1,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4574,4532,NA,42,NA,4,NA,2,2434,21,8,1,2,NA,9,13,2,2,25,3,2,133,2,29,NA,3,2,3,1,10,360,NA,1,NA,1,NA,NA,5,3,NA,3,177,1,1,2,NA,NA,116,1138,NA,NA,10,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Arkansas","Arkansas","Arkansas","","","","SEC","Public","Fayetteville",4972,2435,53,2484,48.9742558326629,1.06596942880129,49.9597747385358,4571,2370,71,2130,51.8486108072632,1.55327061912054,46.5981185736163,4574,2434,42,2098,53.2138172278094,0.918233493659816,45.8679492785308
110635,"University of California-Berkeley",6182,5547,2,633,NA,5,NA,26,4,4689,41,20,2,4,63,29,17,6,65,10,2,8,NA,6,NA,30,36,16,26,2,8,2,2,22,2,71,2,51,23,NA,15,2,21,18,NA,3,NA,7,78,8,2,37,57,1,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5466,4645,NA,821,NA,2,1,41,NA,3788,34,18,NA,9,47,21,14,4,46,4,4,8,3,5,1,44,26,12,17,3,9,1,3,18,2,77,3,56,14,2,19,2,25,28,NA,3,NA,11,83,15,NA,28,85,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4162,3544,2,616,NA,1,1,22,2,2971,31,15,2,2,34,19,6,5,23,6,3,3,2,1,NA,30,12,9,13,1,5,NA,2,13,NA,43,4,36,8,NA,13,2,25,22,NA,6,2,3,63,12,1,18,45,1,3,2,1,NA,NA,NA,NA,1,NA,1,NA,"University of California-Berkeley","","California","","","","","Public","Berkeley",6182,4689,633,860,75.8492397282433,10.2394047233905,13.9113555483662,5466,3788,821,857,69.3011342846689,15.0201244054153,15.6787413099158,4162,2971,616,575,71.3839500240269,14.8005766458433,13.8154733301297
110644,"University of California-Davis",5762,4848,1,913,NA,NA,NA,7,NA,4643,6,3,NA,1,8,3,6,5,10,4,1,2,NA,NA,NA,10,7,3,5,NA,2,1,1,10,NA,5,1,12,3,NA,6,NA,14,11,NA,1,NA,2,20,1,NA,6,23,1,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,5377,4717,8,652,NA,1,2,9,NA,4519,6,5,1,1,6,3,16,4,2,2,NA,NA,2,NA,1,5,8,8,3,1,NA,2,NA,8,NA,8,2,17,1,NA,2,1,10,4,NA,NA,NA,1,14,2,3,7,23,NA,2,NA,5,NA,NA,5,NA,3,NA,NA,NA,5208,4897,3,308,NA,1,2,4,NA,4813,6,1,NA,1,1,1,12,4,2,NA,NA,1,NA,NA,NA,NA,2,NA,3,NA,1,NA,NA,9,NA,4,NA,2,NA,1,1,NA,7,1,NA,1,NA,1,3,1,NA,1,7,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,1,"University of California-Davis","","California","","","","","Public","Davis",5762,4643,913,206,80.5796598403332,15.8451926414439,3.57514751822284,5377,4519,652,206,84.0431467360982,12.1257206620792,3.83113260182258,5208,4813,308,87,92.4155145929339,5.91397849462366,1.6705069124424
110653,"University of California-Irvine",6551,5003,6,1542,NA,1,1,4,NA,4860,6,2,NA,1,3,3,14,2,8,2,1,NA,NA,1,NA,1,5,1,5,NA,2,NA,NA,13,1,11,NA,8,1,NA,1,4,6,1,NA,NA,NA,2,8,3,1,4,15,NA,1,NA,NA,1,NA,2,NA,2,NA,1,NA,5435,4541,2,892,NA,NA,NA,12,NA,4403,2,3,NA,NA,5,2,26,1,2,NA,1,NA,NA,NA,NA,2,3,2,1,NA,1,NA,NA,22,NA,4,1,6,1,NA,NA,1,2,3,NA,3,1,2,10,1,NA,4,12,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,5077,4468,3,606,NA,NA,2,11,NA,4356,3,2,NA,NA,7,2,18,1,8,NA,NA,1,1,1,NA,2,1,1,NA,1,NA,NA,NA,13,NA,5,2,1,NA,NA,1,NA,7,2,1,1,NA,NA,6,2,NA,1,8,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,"University of California-Irvine","","California","","","","","Public","Irvine",6551,4860,1542,149,74.1871470004579,23.5383910853305,2.27446191421157,5435,4403,892,140,81.0119595216191,16.4121435142594,2.57589696412144,5077,4356,606,115,85.7987000196967,11.9361827851093,2.26511719519401
110662,"University of California-Los Angeles",6545,5735,3,807,NA,4,3,37,NA,4906,32,21,NA,5,51,21,26,3,50,8,3,7,2,5,2,28,36,8,12,1,7,2,2,25,3,59,6,68,17,NA,8,3,17,29,4,4,NA,14,86,8,1,33,54,2,9,NA,3,NA,NA,1,NA,1,NA,NA,1,5764,4993,2,769,NA,1,NA,49,1,4185,23,23,2,6,60,24,17,2,50,10,4,7,3,3,2,38,45,6,16,1,11,NA,NA,31,1,60,8,62,9,1,13,3,14,26,3,4,1,9,57,11,NA,28,49,1,12,NA,1,NA,NA,2,NA,NA,NA,NA,NA,5620,4568,6,1046,NA,2,1,20,NA,4028,22,9,1,4,28,22,10,1,29,5,2,3,5,1,NA,20,19,5,7,NA,4,2,1,29,6,44,1,44,5,NA,8,2,12,21,NA,3,NA,12,55,5,NA,21,38,NA,6,1,4,NA,NA,6,NA,NA,NA,NA,NA,"University of California-Los Angeles","","California","","","","","Public","Los Angles",6545,4906,807,832,74.9579831932773,12.3300229182582,12.7119938884645,5764,4185,769,810,72.6058292852186,13.3414295628036,14.0527411519778,5620,4028,1046,546,71.6725978647687,18.6120996441281,9.7153024911032
110671,"University of California-Riverside",5358,5279,NA,79,NA,1,NA,2,1,5239,1,NA,NA,1,4,2,3,NA,1,NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,NA,NA,1,NA,1,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,1,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4281,4185,1,95,NA,NA,NA,6,NA,4123,1,1,NA,NA,2,3,1,NA,3,1,NA,1,NA,NA,NA,1,2,NA,2,1,NA,NA,NA,5,NA,4,NA,4,1,NA,2,1,NA,4,NA,NA,NA,NA,7,NA,NA,5,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4034,3936,NA,98,NA,NA,1,1,NA,3894,1,NA,NA,1,1,4,1,NA,5,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,3,NA,1,1,NA,1,NA,1,NA,NA,4,NA,NA,NA,1,4,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"University of California-Riverside","","California","","","","","Public","Riverside",5358,5239,79,40,97.779022023143,1.47443075774543,0.746547219111609,4281,4123,95,63,96.309273534221,2.2191076851203,1.47161878065872,4034,3894,98,42,96.5294992563213,2.42935052057511,1.04115022310362
110680,"University of California-San Diego",5748,4608,4,1136,NA,NA,1,13,NA,4225,14,6,2,4,14,13,13,1,13,5,1,3,NA,3,2,18,25,5,3,2,10,NA,2,13,4,37,7,29,7,NA,4,NA,8,14,1,2,NA,6,27,4,1,16,25,NA,3,NA,2,NA,NA,3,NA,1,NA,NA,NA,4922,3978,3,941,NA,1,NA,17,2,3720,15,3,1,2,6,6,13,2,16,NA,1,1,NA,1,1,4,8,1,7,1,2,NA,NA,15,2,21,3,13,2,NA,2,4,4,12,NA,2,NA,NA,23,3,NA,9,23,NA,7,1,1,NA,NA,3,NA,NA,NA,NA,NA,4575,3889,4,682,NA,1,4,25,4,3536,17,8,1,1,12,4,23,1,14,1,1,2,3,NA,1,6,12,6,6,1,7,1,1,27,1,15,6,21,3,NA,3,1,12,8,NA,4,NA,3,29,5,NA,13,32,NA,NA,NA,7,NA,NA,4,NA,NA,NA,NA,NA,"University of California-San Diego","","California","","","","","Public","La Jolla",5748,4225,1136,387,73.5038274182324,19.7633959638135,6.73277661795407,4922,3720,941,261,75.5790329134498,19.1182446160098,5.30272247054043,4575,3536,682,357,77.2896174863388,14.9071038251366,7.80327868852459
110705,"University of California-Santa Barbara",4996,4457,1,538,NA,1,1,5,NA,4248,15,5,1,4,13,3,7,3,13,1,NA,3,NA,NA,4,10,14,5,2,NA,3,1,2,3,3,12,2,24,5,NA,1,2,4,6,NA,NA,NA,3,9,4,NA,3,9,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,4738,4408,2,328,NA,1,NA,9,1,4178,13,10,NA,5,7,3,8,1,13,3,NA,2,1,1,2,12,9,2,4,NA,2,2,1,10,1,14,2,19,3,NA,3,1,7,4,NA,2,NA,1,15,2,NA,7,23,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,NA,4741,4505,2,234,NA,1,1,13,NA,4227,24,5,1,4,7,4,7,3,19,NA,NA,2,2,1,2,9,11,4,3,NA,2,NA,1,11,1,15,5,20,2,NA,2,3,7,7,NA,2,NA,2,27,3,1,16,25,1,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,"University of California-Santa Barbara","","California","","","","","Public","Santa Barbara",4996,4248,538,210,85.0280224179344,10.7686148919135,4.20336269015212,4738,4178,328,232,88.1806669480794,6.92275221612495,4.89658083579569,4741,4227,234,280,89.1584053997047,4.93566758067918,5.90592701961612
126614,"University of Colorado Boulder",6421,5946,2,473,NA,2,7,37,8,706,3390,51,4,13,113,38,18,17,271,17,6,18,7,15,8,38,91,41,57,3,32,4,11,16,14,97,13,98,38,4,33,17,33,83,10,17,2,28,204,12,10,65,93,1,26,4,5,NA,NA,NA,NA,NA,NA,2,NA,5865,5507,1,357,NA,3,2,22,5,707,3287,35,2,8,55,41,17,11,155,19,12,17,2,10,11,64,87,26,46,1,24,4,7,15,14,101,18,101,29,1,37,4,25,75,8,7,4,25,164,13,12,53,79,2,31,5,4,NA,NA,NA,NA,NA,NA,1,NA,5477,5290,NA,183,4,8,8,34,3,722,3148,39,4,13,42,38,19,14,154,13,6,21,4,7,8,50,91,17,38,3,26,8,7,25,12,65,20,81,19,1,43,9,31,61,10,5,5,26,168,7,14,40,79,NA,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Colorado Boulder","","Colorado","","","","","Public","Boulder",6421,3390,473,2558,52.7955147173337,7.366453823392,39.8380314592743,5865,3287,357,2221,56.0443307757886,6.08695652173913,37.8687127024723,5477,3148,183,2146,57.4767208325726,3.34124520723024,39.1820339601972
129020,"University of Connecticut",3822,3513,9,300,NA,NA,NA,NA,3,36,2,2516,NA,1,13,4,1,NA,17,2,NA,1,1,1,10,19,334,1,7,NA,2,1,NA,1,49,140,2,254,3,NA,5,NA,1,20,39,2,NA,2,5,NA,10,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,3588,3409,14,165,NA,1,NA,1,NA,22,3,2268,2,3,15,6,NA,NA,11,2,NA,NA,NA,NA,21,12,393,1,3,NA,NA,NA,NA,2,65,167,NA,282,2,NA,5,1,NA,30,54,1,NA,3,6,NA,12,5,6,NA,2,NA,2,NA,NA,NA,NA,NA,NA,14,NA,3114,3010,4,100,NA,NA,NA,2,NA,22,NA,2225,NA,1,20,2,NA,NA,14,2,NA,1,1,NA,12,15,215,1,1,NA,1,NA,NA,NA,40,137,NA,180,4,NA,6,NA,NA,25,37,1,NA,1,15,NA,11,10,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"University of Connecticut","","Connecticut","","","","","Public","Storrs",3822,2516,300,1006,65.8294086865515,7.84929356357928,26.3212977498692,3588,2268,165,1155,63.2107023411371,4.59866220735786,32.190635451505,3114,2225,100,789,71.451509312781,3.21130378933847,25.3371868978805
130943,"University of Delaware",4381,4186,1,194,NA,NA,NA,2,NA,25,4,127,1653,5,24,4,NA,NA,11,4,1,NA,1,NA,1,224,92,4,NA,NA,NA,NA,NA,NA,10,963,NA,550,5,NA,7,1,NA,395,14,2,NA,1,5,NA,4,45,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,4521,4427,NA,94,NA,NA,1,1,NA,26,3,155,1631,3,8,11,1,1,12,3,NA,3,NA,1,3,231,141,2,NA,NA,1,NA,NA,1,16,895,1,647,9,NA,6,NA,NA,517,23,1,NA,2,6,NA,3,53,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4226,4141,NA,85,NA,1,NA,NA,NA,26,2,100,1704,16,16,8,1,2,7,NA,NA,1,2,NA,4,236,110,1,2,NA,1,NA,NA,1,7,738,1,598,4,NA,9,NA,NA,444,15,1,NA,NA,4,1,6,59,1,NA,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"University of Delaware","","Delaware","","","","","Public","Newark",4381,1653,194,2534,37.731111618352,4.42821273681808,57.84067564483,4521,1631,94,2796,36.0760893607609,2.07918602079186,61.8447246184472,4226,1704,85,2437,40.3218173213441,2.01135825840038,57.6668244202556
134130,"University of Florida",6833,6485,NA,348,NA,9,1,4,3,21,9,10,9,1,5678,73,1,1,29,5,1,3,5,8,NA,43,15,13,6,3,8,NA,2,6,8,90,NA,126,29,NA,22,4,1,45,5,11,1,12,48,3,1,54,3,1,5,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,6504,6215,18,271,NA,4,NA,2,1,21,5,7,3,2,5683,48,NA,NA,28,4,1,2,3,4,NA,42,16,10,3,2,5,NA,2,NA,3,44,1,103,17,NA,4,NA,1,33,2,12,NA,11,26,3,NA,39,4,2,1,NA,11,NA,NA,NA,NA,NA,NA,17,1,6290,5951,9,329,1,5,1,1,NA,10,5,3,4,1,5555,50,NA,NA,15,4,1,6,2,NA,2,29,7,2,3,4,4,NA,3,3,1,30,NA,64,14,1,10,NA,NA,23,1,6,NA,10,22,1,NA,30,2,1,2,NA,13,NA,NA,NA,NA,NA,NA,9,NA,"University of Florida","Florida","Florida","","ASP","","SEC","Public","Gainesville",6833,5678,348,807,83.0967364261671,5.09293136250549,11.8103322113274,6504,5683,271,550,87.3769987699877,4.16666666666667,8.45633456334563,6290,5555,329,406,88.3147853736089,5.23052464228935,6.45468998410175
139959,"University of Georgia",5433,5370,NA,63,NA,15,NA,4,3,34,17,9,3,2,53,4763,NA,NA,18,6,NA,3,10,22,1,33,6,5,5,2,7,1,2,1,1,24,NA,23,66,NA,10,5,1,18,1,32,NA,51,54,1,3,49,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5261,5177,NA,84,NA,12,4,2,4,13,7,11,2,5,53,4591,NA,1,11,3,1,1,7,18,1,42,8,7,1,2,4,NA,NA,1,1,26,1,27,75,NA,9,4,NA,22,2,27,1,47,62,NA,1,48,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4935,4849,1,82,3,13,1,1,2,16,6,5,1,11,49,4321,NA,NA,13,3,1,4,10,21,1,35,7,4,2,5,3,NA,NA,1,3,15,NA,16,64,NA,8,3,NA,13,NA,33,NA,46,65,NA,NA,44,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"University of Georgia","Georgia","Georgia","","ASP","","SEC","Public","Athens",5433,4763,63,607,87.6679550892693,1.15958034235229,11.1724645683784,5261,4591,84,586,87.2647785592093,1.59665462839764,11.1385668123931,4935,4321,82,532,87.5582573454914,1.66160081053698,10.7801418439716
145637,"University of Illinois at Urbana-Champaign",7592,6469,2,1042,79,4,NA,8,2,278,15,8,4,NA,23,30,3,NA,5639,11,12,11,11,2,NA,12,25,23,21,3,29,NA,2,2,5,78,4,33,6,NA,19,6,2,17,1,2,NA,15,39,NA,NA,33,19,NA,12,NA,NA,NA,NA,1,NA,NA,NA,1,NA,6937,5868,4,1065,NA,4,2,11,6,227,18,8,2,3,25,23,NA,3,4936,21,11,5,12,2,NA,16,23,23,23,1,34,NA,3,1,1,80,4,64,8,NA,34,NA,5,19,2,2,2,10,38,4,NA,38,22,NA,16,NA,76,NA,NA,NA,NA,NA,NA,4,NA,6921,6007,NA,914,NA,NA,1,8,3,158,18,4,3,1,30,11,1,1,5225,19,3,4,5,3,3,17,31,15,16,5,43,NA,3,2,4,69,1,43,9,NA,34,4,7,13,NA,2,NA,9,37,2,1,31,11,4,17,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,"University of Illinois at Urbana-Champaign","","Illinois","","","","","Public","Champaign",7592,5639,1042,911,74.2755532139094,13.7249736564805,11.9994731296101,6937,4936,1065,936,71.1546778146173,15.3524578347989,13.4928643505838,6921,5225,914,782,75.4948706834273,13.2061840774455,11.2989452391273
153658,"University of Iowa",5641,5207,4,425,5,NA,NA,2,1,49,21,5,NA,2,10,5,3,2,1690,21,2847,18,1,NA,NA,7,4,30,158,NA,42,1,22,1,4,12,4,13,5,2,13,1,3,7,3,3,14,1,33,1,NA,11,7,NA,127,NA,1,NA,NA,3,NA,NA,NA,1,NA,4666,4092,NA,571,3,1,1,5,1,49,22,3,NA,2,18,3,NA,3,1378,16,2197,12,NA,NA,NA,4,3,10,130,1,28,1,12,2,NA,13,3,9,3,2,10,1,3,8,1,1,4,2,27,2,2,8,5,1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4470,4070,2,398,NA,NA,NA,6,NA,36,9,3,NA,NA,9,6,3,1,1490,9,2122,6,NA,NA,NA,1,3,12,109,NA,27,NA,23,5,NA,3,1,13,1,1,16,2,NA,11,NA,1,9,4,26,2,1,4,2,1,92,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"University of Iowa","","Iowa","","","","","Public","Iowa City",5641,2847,425,2369,50.469774862613,7.53412515511434,41.9960999822726,4666,2197,571,1898,47.0852978997,12.2374624946421,40.677239605658,4470,2122,398,1950,47.4720357941834,8.90380313199105,43.6241610738255
155317,"University of Kansas",4233,4037,NA,196,NA,1,NA,14,19,90,123,7,1,2,16,10,4,5,286,5,21,2423,2,5,4,10,8,8,106,2,385,1,137,8,1,8,5,11,7,4,4,50,4,12,1,NA,8,7,138,1,NA,14,7,1,40,3,8,NA,NA,NA,NA,NA,NA,NA,NA,4084,3930,NA,147,7,2,2,13,19,99,113,5,1,1,16,7,NA,1,202,10,24,2549,3,2,NA,10,6,9,112,NA,313,NA,69,7,1,11,10,7,7,1,11,36,3,10,1,3,7,5,154,2,1,15,15,NA,29,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3771,3650,1,120,NA,2,NA,13,7,67,82,5,1,1,11,8,1,2,207,3,21,2581,3,NA,NA,8,7,8,71,1,235,NA,49,6,2,9,10,6,5,NA,12,33,2,7,NA,NA,10,9,95,7,2,15,4,NA,18,1,3,NA,NA,NA,NA,1,NA,NA,NA,"University of Kansas","","Kansas","","","","","Public","Lawrence",4233,19,2423,1791,0.448854240491377,57.2407276163477,42.3104181431609,4084,19,2549,1516,0.465230166503428,62.4142997061704,37.1204701273262,3771,7,2581,1183,0.185627154600902,68.4433837178467,31.3709891275524
157085,"University of Kentucky",5117,5038,1,73,5,16,NA,4,4,27,6,17,5,2,36,128,1,2,382,122,1,2,3124,2,2,47,13,76,9,6,61,2,1,1,7,26,1,32,42,NA,459,1,NA,86,5,12,NA,88,42,NA,6,61,3,42,24,2,NA,NA,NA,NA,NA,NA,NA,1,NA,5185,5040,1,139,5,11,1,10,3,27,4,9,7,2,44,120,1,NA,344,141,8,5,3145,3,NA,48,17,52,6,5,42,NA,1,3,3,26,NA,27,37,1,534,NA,NA,69,5,11,2,74,33,2,3,82,7,43,22,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4647,4529,NA,115,3,11,2,6,2,32,3,10,3,NA,24,80,1,2,221,106,4,7,3119,2,NA,31,12,46,4,3,11,NA,4,1,5,15,NA,26,27,NA,422,NA,3,63,4,13,NA,77,25,2,4,52,7,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Kentucky","Kentucky","Kentucky","Peer","","","SEC","Public","Lexington",5117,3124,73,1920,61.0513973031073,1.4266171584913,37.5219855384014,5185,3145,139,1901,60.655737704918,2.6808100289296,36.6634522661524,4647,3119,115,1413,67.1185711211534,2.47471486980848,30.4067140090381
163286,"University of Maryland-College Park",4577,4441,NA,136,NA,3,1,1,1,43,1,64,10,13,40,15,1,1,30,3,1,2,1,NA,1,3181,89,5,3,1,3,NA,NA,NA,6,409,1,228,12,NA,11,NA,2,153,6,2,NA,7,15,NA,2,52,2,NA,1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,4155,4044,3,108,NA,1,NA,3,NA,35,5,50,9,20,23,4,1,NA,21,NA,NA,1,NA,4,3,3002,66,4,5,NA,NA,NA,1,3,9,340,2,199,11,NA,11,NA,1,104,8,1,NA,4,15,NA,1,52,6,NA,2,NA,17,NA,NA,NA,NA,NA,NA,3,NA,3903,3825,4,73,1,2,NA,2,NA,19,3,50,16,17,25,25,1,NA,18,2,NA,2,2,1,2,2675,87,1,4,NA,1,NA,NA,NA,9,358,1,242,8,NA,16,1,NA,136,7,4,NA,8,9,NA,1,57,2,2,1,NA,8,NA,NA,NA,NA,NA,NA,3,1,"University of Maryland-College Park","","Maryland","","","","","Public","College Park",4577,3181,136,1260,69.4996722744156,2.97137863229189,27.5289490932925,4155,3002,108,1045,72.2503008423586,2.59927797833935,25.150421179302,3903,2675,73,1155,68.5370228029721,1.87035613630541,29.5926210607225
